work_id,imprint_date,author,title,format,price,topic,popularity,key_scots,imprints,scots_names
45706-tirocinium botanicum edinburgense,1753,"Alston, Charles, 1683-1760.",Tirocinium botanicum Edinburgense,8vo,NA,Scientific Improvement,2,4,"Edinburgh: typis W. Sands, A. Murray, & J. Cochran. Veneunt autem apud G. Hamilton & J. Balfour (T89753)","Balfour, J.; Hamilton, G.; Sands, W.; Cochran, J."
46647-de francisco solani inventis circa arteriarum pulsum et praesagia inde haurienda programma in quo ea secundum receptas in oeconomia animali leges solvuntur et explicantur,1753,"Flemyng, Malcolm, -1764.",De Francisco Solani inventis circa arteriarum pulsum et præsagia inde haurienda programma,4to,NA,Scientific Improvement,2,NA,"London: et se vend chez S. Bladon, rue du Paster-Noster (N54903); London: Venale prostat apud S. Blandon, in vico vulgo dicto Pater-noster-Row (T32117)",NA
47625-an essay on ridicule,1753,"Ramsay, Allan, 1713-1784.",An essay on ridicule,8vo,NA,History,2,1,London: printed for A. Millar in the Strand (T33339),"Millar, A."
5411-universal accountant and complete merchant,1753,"Gordon, William, active 1763-1809.",The universal accountant and complete merchant,8vo,NA,Scientific Improvement,7,1,"Edinburgh: printed for the author, and A. Donaldson. Sold by the said A. Donaldson at his shops in Edinburgh, and the Strand, London (T114186)","Donaldson, A."
55101-memoirs of affairs of scotland containing full and impartial account of revolution in that kingdom in year mdlxvii,1753,"Craufurd, David, 1665-1726.",Memoirs of the affairs of Scotland,12mo,NA,History,2,NA,"Edinburgh: printed by T. and W. Ruddimans, for Gideon Crawfurd; and sold by him, and other booksellers in town (T123076)",NA
55689-a delineation of nature and obligation of morality with reflexions upon mr,1753,"Balfour, James, 1705-1795.",A delineation of the nature and obligation of morality,12mo,NA,Philosophy,2,1,"Edinburgh: printed by Hamilton, Balfour, and Neill (T120473)","Hamilton,"
970-essays and treatises on several subjects,1753,"Hume, David, 1711-1776.",Essays and treatises,12mo,NA,Philosophy,23,3,"Edinburgh: printed for A. Kincaid, and A. Donaldson (N8416); Edinburgh: Printed for A. Kincaid, and A. Donaldson (N70236); London: printed for A. Millar, in the Strand (N8414); London: printed for A. Millar, in the Strand (N70237); London: Printed for A. Millar, in the Strand (T167239); London: Printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, in Edinburgh (T167242); London: Printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, in Edinburgh (T217867)","Donaldson, A.; Kincaid, A.; Millar, A.; Kincaid, A.; Millar, A.; Donaldson, A.; Millar, A.; Donaldson, A.; Kincaid, A."
15232-adventures of alexander corrector,1754,"Cruden, Alexander, 1701-1770.",The adventures of Alexander the corrector,8vo,NA,Literature,4,1,London: Printed for the author: and sold by M. Cooper at the Globe in Pater-Noster-Row (T68583); London: printed for the author: and sold by Richard Baldwin at the Rose in Pater-Noster-Row (T68585); London: NA (T68586),"Cooper, M.; NA"
20599-works of reverend robert traill,1754,"Traill, Robert, 1642-1716.",The works of the late Reverend Robert Traill,12mo,NA,Literature,3,2,"Edinburgh: printed by Sands, Murray, and Cochran for J. Traill (N35544)","Cochran,; Sands,"
22692-elements of moral philosophy in three books,1754,"Fordyce, David, 1711-1751.",The elements of moral philosophy,12mo,NA,Philosophy,3,NA,London: printed for R. and J. Dodsley in Pallmall (T142182),NA
2351-a set of anatomical tables with explanations and abridgment of practice of midwifery with view to illustrate treatise on that subject and collection of cases,1754,"Smellie, William, 1697-1763.",A sett of anatomical tables,2fo,NA,Scientific Improvement,11,NA,London: printed in the year (T135372),NA
48637-analysis of inoculation comprizing history theory and practice of it with occasional consideration of most remarkable appearances in small pox,1754,"Kirkpatrick, J. (James), approximately 1696-1770.",The analysis of inoculation,8vo,NA,Scientific Improvement,2,1,"London: printed for J. Millan, near Charing-Cross; J. Buckland, in Pater-Noster-Row; and R. Griffiths, in St. Paul's Church Yard (T81818)","Millan, J."
72-history of england,1754,"Hume, David, 1711-1776.",The history of Great Britain,4to,NA,History,98,1,"Edinburgh: printed by Hamilton, Balfour, and Neill (T82483)","Hamilton,"
9890-dignity of human nature or brief account of certain and established means for attaining true end of our existence,1754,"Burgh, James, 1714-1775.",The dignity of human nature,4to,Price from imprint: price bound in Calf 10s 6d,Philosophy,5,1,"London: printed by W. B. and sold by J. and P. Knapton, in Ludgate-Street; J. Ward, in Cornhill; J. Whiston and B. White, in Fleet-Street; A. Millar, in the Strand; and R. and J. Dodsley, in Pall-Mall (T114028)","Millar, A."
10457-a brief account of some lent and other extraordinary processions and ecclesiastical entertainments seen last year at lisbon,1755,"Whitefield, George, 1714-1770.",A brief account of some Lent and other extraordinary processions,8vo,Price from imprint: price 6d,Literature,5,2,"London: printed by W. Strahan; and sold at the Tabernacle , near Moor-Fields ; by G. Keith , in Gracechurch Street ; Thomas Field , near St. Paul's Church-Yard ; and E. Dilly, in the Poultry (N15547); London: printed by W. Strahan; and sold at the Tabernacle, near Moor-Fields; by G. Keith, in Gracechurch Street; Thomas Field, near St Paul's Church-Yard; and E. Dilly, in the Poultry (T1054)","Dilly, E.; Strahan, W."
19098-physiological essays containing i,1755,"Whytt, Robert, 1714-1766.",Physiological essays,12mo,NA,Scientific Improvement,3,1,"Edinburgh: printed by Hamilton, Balfour, and Neill (T55936)","Hamilton,"
22653-a political survey of britain being series of reflections on situation lands inhabitants revenues colonies and commerce of this island,1755,"Campbell, John, 1708-1775.","Proposals for printing by subscription, Britannia elucidata",4to,NA,History,3,NA,London: NA (N37652),NA
25620-an essay on dropsy and its different species,1755,"Monro, Donald, 1727-1802.",An essay on the dropsy,24mo,NA,Scientific Improvement,3,2,"London: printed for D. Wilson, and T. Durham, at Plato's Head, in the Strand (T66101)","Durham, T.; Wilson, D."
47624-dialogue on taste,1755,"Ramsay, Allan, 1713-1784.",The investigator,8vo,Price from imprint: price 1s 6d,Scientific Improvement,2,1,"London: printed for A. Millar, in the Strand (N9116)","Millar, A."
52568-dissertatio medica inauguralis de testibus et de semine in variis animalibus quam annuente summo numine ex autoritate reverendi admodum viri d,1755,"Monro, Alexander, 1733-1817.","Dissertatio medica inauguralis, de testibus et de semine in variis animalibus",8vo,NA,Scientific Improvement,2,2,Edinburgh: apud G. Hamilton & J. Balfour Academiae Typographos (N67351); Edinburgh: apud G. Hamilton & J. Balfour (T9111),"Balfour, J.; Hamilton, G.; Hamilton, G.; Balfour, J."
54155-georgii martinii md in bartholomaei eustachii tabulas anatomicas commentaria,1755,"Martine, George, 1702-1741.","Georgii Martinii, M.D. in Bartholomaei Eustachii tabulas anatomicas commentaria",8vo,NA,Scientific Improvement,2,4,"Edinburgh: typis W. Sands, A. Murray, et J. Cochran. Impensis A. Kincaid et A. Donaldson (N18365); Edinburgh: typis W. Sands, A. Murray, et J. Cochran. impensis A. Millar, Londini (T88184)","Kincaid, A.; Donaldson, A.; Sands, W.; Cochran, J.; Millar, A.; Sands, W.; Cochran, J."
54556-a letter from clergyman at london to remaining disconsolate inhabitants of lisbon occasioned,1755,"Whitefield, George, 1714-1770.",A letter from a clergyman at London to the remaining disconsolate inhabitants of Lisbon,8vo,NA,Literature,2,NA,"London: Printed for R. Griffiths, in Pater-Noster-Row (T37774)",NA
15930-peerage of scotland containing historical and geneological account of nobility of that kingdom from their origin to present generation collected from public records and ancient chartularies of this nation charters and other writings of nobility and works of our best historians,1756,"Douglas, Robert, Sir, 1694-1770.","Proposals for printing by subscription, The peerage and baronage of Scotland",2fo,NA,History,4,NA,Edinburgh: NA (N504676),NA
25109-experiments on bleaching by francis home m,1756,"Home, Francis, 1719-1813.",Experiments on bleaching,8vo,NA,Scientific Improvement,3,3,"Edinburgh: printed by Sands, Donaldson, Murray, & Cochran. For A. Kincaid and A. Donaldson (T55412)","Kincaid, A.; Sands,; Donaldson,"
2590-astronomy explained upon sir isaac newtons principles and made easy to those who have not studied mathematics,1756,"Ferguson, James, 1710-1776.",Astronomy explained upon Sir Isaac Newton's principles,4to,NA,Scientific Improvement,12,NA,"London: printed for, and sold by the author, at the Globe, opposite Cecil-Street in the Strand (T18586)",NA
13082-epigoniad poem,1757,"Wilkie, William, 1721-1772.",The epigoniad,8vo,NA,Literature,4,1,"Edinburgh: printed by Hamilton, Balfour, & Neill (T140517)","Hamilton,"
14455-temple of virtue dream published from original manuscript,1757,"Fordyce, David, 1711-1751.",The temple of virtue. A dream,8vo,NA,Literature,4,NA,"London: printed for the author, and sold by T. Field, in Pater-Noster-Row (N13469)",NA
37882-ruins of balbec otherwise heliopolis in coelosyria,1757,"Wood, Robert, 1717?-1771.",Les ruines de Balbec,2fo,NA,History,2,NA,London: NA (T219382); London: printed in the year (T137527),NA
5967-letters on theron and aspasio addressed to author,1757,"Sandeman, Robert, 1718-1771.",Letters on Theron and Aspasio,12mo,NA,Literature,7,3,"Edinburgh: printed by Sands, Donaldson, Murray, and Cochran. For the author (N2788)","Donaldson,; Cochran,; Sands,"
7835-an essay on most effectual means of preserving health of seamen in royal navy,1757,"Lind, James, 1716-1794.","An essay, on the most effectual means, of preserving the health of seamen, in the Royal Navy",12mo,NA,Scientific Improvement,6,3,"London: Printed for A. Millar, in the Strand; and A. Kincaid, and A. Donaldson, in Edinburgh (T18406)","Donaldson, A.; Kincaid, A.; Millar, A."
8881-an essay towards general history of feudal property in great britain,1757,"Dalrymple, John, Sir, 1726-1810.",An essay towards a general history of feudal property in Great Britain,8vo,NA,History,5,1,"London: printed for A. Millar, in the Strand (N9414)","Millar, A."
13390-history of health and art of preserving it or account of all that has been recommended,1758,"Mackenzie, James, 1680?-1761.",The history of health,8vo,NA,Scientific Improvement,4,3,"Edinburgh: printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard (T58746)","Millar, A.; Nourse, J.; Longman, T."
16091-sketches or essays on various subjects by launcelot temple,1758,"Armstrong, John, 1709-1779.",Sketches: or essays on various subjects,8vo,NA,Philosophy,4,1,London: printed for A. Millar in the Strand (T60030); London: printed for A. Millar in the Strand (T126890),"Millar, A."
20448-a grammar of latin tongue after new and easy method adapted to capacities of children,1758,"Christie, Hugh, 1710-1774.",A grammar of the Latin tongue,12mo,NA,Literature,3,3,"Edinburgh: printed by Sands, Donaldson, Murray, and Cochran. For the author, and for A. Donaldson in Edinburgh (T204110)","Sands,; Cochran,; Donaldson,"
21200-characteristics of present political state of great britain,1758,"Wallace, Robert, 1697-1771.",Characteristics of the present political state of Great Britain,12mo,NA,Philosophy,3,1,London: printed for A. Millar in the Strand (T84427); London: printed for A. Millar in the Strand (T84428),"Millar, A."
25111-principia medicinae auctore francisco home medico regio et collegii medicorum edinburgi socio,1758,"Home, Francis, 1719-1813.","Principia medicinae. Auctore Francisco Home, Collegii Medicorum Edinburgi Socia",8vo,NA,Scientific Improvement,3,2,"Edinburgh: Apud G. Hamilton, J. Balfour, & P. Neill, academiae typographos (T149834)","Hamilton, G.; Balfour, J."
52567-observations anatomical and physiological wherein,1758,"Monro, Alexander, 1733-1817.","Answer to the Notes on the postscript to Observations anatomical and physiological, by Alexander Monro junior, M.D. and Professor of Medicine and of Anatomy in the University of Edinburgh",8vo,NA,Scientific Improvement,2,1,"Edinburgh: NA (N5387); Edinburgh: Printed by Hamilton, Balfour & Neill, August (T41716)","NA; Hamilton,"
5998-elements of theory and practice of chymistry translated from french of m,1758,"Macquer, Pierre Joseph, 1718-1784.",Elements of the theory and practice of chymistry,8vo,NA,Scientific Improvement,7,2,"London: printed for A. Millar, and J. Nourse, in the Strand (T60730)","Nourse, J.; Millar, A."
24375-discourses on several public occasions during war in america,1759,"Smith, William, 1727-1803.",Discourses on several public occasions during the war in America,8vo,NA,Philosophy,3,1,"London: printed for A. Millar, facing Catharine-Street; and R. Griffiths, opposite Somerset House, in the Strand; and G. Keith, in Gracechurch Street (T134253)","Millar, A."
