estc_id,publication_year,actor_id,actor_name_primary,publication_place,actor_addresses,city_or_assumed_address,publisher,actor_roles_all,,
T136027,1760,305130254,"Chase,",London,Norwich,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,12162986,"Baldwin, R.",London,London,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T18542,1760,NV7176,"Coote, J.",London,Pater-Noster Row,London,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",bookseller; printer,FALSE,112
T18542,1760,29561715,"Foote, Samuel, 1720-1777.",London,NA,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",author,TRUE,112
T18542,1760,305130254,"Chace, W.",London,Norwich,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",bookseller; printer,TRUE,112
T18542,1760,bbti_22797,"Etherington, C.",London,York,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",bookseller; printer,TRUE,112
T18542,1760,230344363,"Wilson, P.",London,Dublin,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",bookseller; printer,TRUE,112
T18542,1760,robertfleming_0,"Fleming, R.",London,Edinburgh,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",bookseller; printer,TRUE,112
T18542,1760,104488836,"Kearsly, G.",London,Ludgate-Street,London,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",bookseller; printer,TRUE,112
T18542,1760,54199841,"Davies, T.",London,Russel-Street @@ Covent-Garden,London,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other Booksellers",bookseller; printer,TRUE,112
T18543,1760,robertfleming_0,"Fleming, R.",London,Edinburgh,,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",bookseller; printer,FALSE,113
T18543,1760,NV7176,"Coote, J.",London,Pater-Noster-Row,London,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",bookseller; printer,TRUE,113
T18543,1760,54199841,"Davies, T.",London,Russel-Street @@ Covent-Garden,London,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",bookseller; printer,TRUE,113
T18543,1760,305130254,"Chace, W.",London,Norwich,,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",bookseller; printer,TRUE,113
T18543,1760,29561715,"Foote, Samuel, 1720-1777.",London,NA,,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",author,TRUE,113
T18543,1760,230344363,"Wilson, P.",London,Dublin,,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",bookseller; printer,TRUE,113
T18543,1760,bbti_22797,"Etherington, C.",London,York,,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",bookseller; printer,TRUE,113
T18543,1760,104488836,"Kearsly, G.",London,Ludgate-Street,London,"printed, and sold by J. Coote, in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh and all other Booksellers",bookseller; printer,TRUE,113
T18544,1760,305130254,"Chace, W.",London,Norwich,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",bookseller; printer,FALSE,114
T18544,1760,230344363,"Wilson, P.",London,Dublin,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",bookseller; printer,TRUE,114
T18544,1760,robertfleming_0,"Fleming, R.",London,Edinburgh,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",bookseller; printer,TRUE,114
T18544,1760,54199841,"Davies, T.",London,Russel-Street @@ Covent-Garden,London,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",bookseller; printer,TRUE,114
T18544,1760,29561715,"Foote, Samuel, 1720-1777.",London,NA,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",author,TRUE,114
T18544,1760,bbti_22797,"Etherington, C.",London,York,,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",bookseller; printer,TRUE,114
T18544,1760,104488836,"Kearsly, G.",London,Ludgate-Street,London,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",bookseller; printer,TRUE,114
T18544,1760,NV7176,"Coote, J.",London,Pater-Noster Row,London,"printed, and sold by J. Coote, in Pater-Noster Row; G. Kearsly, in Ludgate-Street; T. Davies, in Russel-Street, Covent-Garden; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh; and all other booksellers",bookseller; printer,TRUE,114
T201671,1760,15008766,"Millar, A.",London,NA,London,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",publisher,FALSE,115
T201671,1760,51741707,"Bell, J.",London,Edinburgh,,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",bookseller,TRUE,115
T201671,1760,14806053,"Douglas, John, 1721-1807.",London,NA,,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",author,TRUE,115
T201671,1760,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",bookseller,TRUE,115
T33490,1760,15008766,"Millar, A.",London,Strand,London,"printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh",publisher,FALSE,116
T33490,1760,49226972,"Hume, David, 1711-1776.",London,NA,,"printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh",author,TRUE,116
T33490,1760,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh",publisher,TRUE,116
T33490,1760,75336707,"Donaldson, A.",London,Edinburgh,,"printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh",publisher,TRUE,116
T39393,1760,NV7176,"Coote, J.",London,York,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",bookseller; printer,FALSE,117
T39393,1760,bbti_22797,"Etherington, C.",London,York,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",bookseller; printer,TRUE,117
T39393,1760,104488836,"Kearsly, G.",London,York,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",bookseller; printer,TRUE,117
T39393,1760,29561715,"Foote, Samuel, 1720-1777.",London,NA,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",author,TRUE,117
T39393,1760,230344363,"Wilson, P.",London,Dublin,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",bookseller; printer,TRUE,117
T39393,1760,54199841,"Davies, T.",London,York,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",bookseller; printer,TRUE,117
T39393,1760,305130254,"Chace, W.",London,Norwich,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",bookseller; printer,TRUE,117
T39393,1760,robertfleming_0,"Fleming, R.",London,Edinburgh,,"printed, and sold by J. Coote; G. Kearsly; T. Davies; C. Etherington, York; W. Chace, Norwich; P. Wilson, Dublin; R. Fleming, Edinburgh",bookseller; printer,TRUE,117
N25854,1761,75336707,"Donaldson, Alexander",Edinburgh,NA,Edinburgh,"printed for Alexander Donaldson. Sold at London, by J. Richardson and E. Dilly",publisher,FALSE,118
N25854,1761,bbti_114102,"Dilly, E.",Edinburgh,London,,"printed for Alexander Donaldson. Sold at London, by J. Richardson and E. Dilly",bookseller,TRUE,118
N25854,1761,50645288,"Glas, John, 1695-1773.",Edinburgh,NA,,"printed for Alexander Donaldson. Sold at London, by J. Richardson and E. Dilly",author,TRUE,118
N25854,1761,bbti_57984,"Richardson, J.",Edinburgh,London,,"printed for Alexander Donaldson. Sold at London, by J. Richardson and E. Dilly",bookseller,TRUE,118
T114264,1761,262341823,Prussia.,Edinburgh,NA,,"printed by A. Donaldson and J. Reid. for J. Richardson in Pater-Noster-Row, London; and A. Donaldson, Edinburgh",corporate unknown,FALSE,119
T114264,1761,75336707,"Donaldson, A.",Edinburgh,Edinburgh,,"printed by A. Donaldson and J. Reid. for J. Richardson in Pater-Noster-Row, London; and A. Donaldson, Edinburgh",printer; publisher,TRUE,119
T114264,1761,46725009,"Reid, J.",Edinburgh,NA,Edinburgh,"printed by A. Donaldson and J. Reid. for J. Richardson in Pater-Noster-Row, London; and A. Donaldson, Edinburgh",printer,TRUE,119
T114264,1761,bbti_57984,"Richardson, J.",Edinburgh,Pater-Noster-Row @@ London,London,"printed by A. Donaldson and J. Reid. for J. Richardson in Pater-Noster-Row, London; and A. Donaldson, Edinburgh",publisher,TRUE,119
T114445,1761,229707183,"Howe, Charles, 1661-1742.",Edinburgh,NA,,"printed for G. Hamilton and J. Balfour; and for D. Wilson, and T. Durham, London",author,FALSE,120
T114445,1761,gavinhamilton_0,"Hamilton, G.",Edinburgh,NA,Edinburgh,"printed for G. Hamilton and J. Balfour; and for D. Wilson, and T. Durham, London",publisher,TRUE,120
T114445,1761,bbti_76775,"Wilson, D.",Edinburgh,London,,"printed for G. Hamilton and J. Balfour; and for D. Wilson, and T. Durham, London",publisher,TRUE,120
T114445,1761,bbti_21381,"Durham, T.",Edinburgh,London,,"printed for G. Hamilton and J. Balfour; and for D. Wilson, and T. Durham, London",publisher,TRUE,120
T114445,1761,32051268,"Balfour, J.",Edinburgh,NA,Edinburgh,"printed for G. Hamilton and J. Balfour; and for D. Wilson, and T. Durham, London",publisher,TRUE,120
T130107,1761,100370422,"Stewart, Matthew, 1717-1785.",Edinburgh,NA,,"printed for A. Millar, and J. Nourse, London, and W. Sands, and A. Kincaid & J. Bell, Edinburgh",author,FALSE,121
T130107,1761,229679314,"Nourse, J.",Edinburgh,London,,"printed for A. Millar, and J. Nourse, London, and W. Sands, and A. Kincaid & J. Bell, Edinburgh",publisher,TRUE,121
T130107,1761,williamsands_0,"Sands, W.",Edinburgh,NA,Edinburgh,"printed for A. Millar, and J. Nourse, London, and W. Sands, and A. Kincaid & J. Bell, Edinburgh",publisher,TRUE,121
T130107,1761,alexanderkincaid_1,"Kincaid, A.",Edinburgh,Edinburgh,,"printed for A. Millar, and J. Nourse, London, and W. Sands, and A. Kincaid & J. Bell, Edinburgh",publisher,TRUE,121
T130107,1761,johnbell_1,"Bell, J.",Edinburgh,NA,Edinburgh,"printed for A. Millar, and J. Nourse, London, and W. Sands, and A. Kincaid & J. Bell, Edinburgh",publisher,TRUE,121
T130107,1761,andrewmillar_0,"Millar, A.",Edinburgh,NA,London,"printed for A. Millar, and J. Nourse, London, and W. Sands, and A. Kincaid & J. Bell, Edinburgh",publisher,TRUE,121
T142883,1761,51540139,"Arnay, Jean Rodolphe d'.",Edinburgh,NA,,"printed by A. Donaldson and J. Reid. For the translator, and A. Donaldson. Sold by Mess. Dodsley, in Pall-Mall; Mess. Millar, and Durham, in the Strand; and Mr Richardson, in Pater-Noster-Row, London",author,FALSE,122
T142883,1761,jdodsley_3,"Dodsley,",Edinburgh,Pall-Mall,London,"printed by A. Donaldson and J. Reid. For the translator, and A. Donaldson. Sold by Mess. Dodsley, in Pall-Mall; Mess. Millar, and Durham, in the Strand; and Mr Richardson, in Pater-Noster-Row, London",bookseller,TRUE,122
T142883,1761,75336707,"Donaldson, A.",Edinburgh,NA,Edinburgh,"printed by A. Donaldson and J. Reid. For the translator, and A. Donaldson. Sold by Mess. Dodsley, in Pall-Mall; Mess. Millar, and Durham, in the Strand; and Mr Richardson, in Pater-Noster-Row, London",printer,TRUE,122
T142883,1761,bbti_57927,"Richardson,",Edinburgh,Pater-Noster-Row @@ London,London,"printed by A. Donaldson and J. Reid. For the translator, and A. Donaldson. Sold by Mess. Dodsley, in Pall-Mall; Mess. Millar, and Durham, in the Strand; and Mr Richardson, in Pater-Noster-Row, London",bookseller,TRUE,122
T142883,1761,46725009,"Reid, J.",Edinburgh,NA,Edinburgh,"printed by A. Donaldson and J. Reid. For the translator, and A. Donaldson. Sold by Mess. Dodsley, in Pall-Mall; Mess. Millar, and Durham, in the Strand; and Mr Richardson, in Pater-Noster-Row, London",printer,TRUE,122
T142883,1761,messmillar_1,Mess. Millar,Edinburgh,Durham @@ Strand,London,"printed by A. Donaldson and J. Reid. For the translator, and A. Donaldson. Sold by Mess. Dodsley, in Pall-Mall; Mess. Millar, and Durham, in the Strand; and Mr Richardson, in Pater-Noster-Row, London",bookseller,TRUE,122
T67124,1761,alexanderkincaid_1,"Kincaid, A.",Edinburgh,Edinburgh,,"printed by A. Kincaid, for A. Millar, London; and A. Kincaid and J. Bell, in Edinburgh",printer; publisher,FALSE,123
T67124,1761,johnbell_1,"Bell, J.",Edinburgh,Edinburgh,,"printed by A. Kincaid, for A. Millar, London; and A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,123
T67124,1761,15008766,"Millar, A.",Edinburgh,London,,"printed by A. Kincaid, for A. Millar, London; and A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,123
T67124,1761,7476790,"Kames, Henry Home, Lord, 1696-1782.",Edinburgh,NA,,"printed by A. Kincaid, for A. Millar, London; and A. Kincaid and J. Bell, in Edinburgh",author,TRUE,123
T131179,1761,58935902,"Jackson, W.",London,Oxford,,"printed for J. Newbery, in St. Paul's Church-Yard; T. Becket, and Company, in the Strand; T. Davies, in Russel-Street, Covent-Garden; W. Jackson, in Oxford; and A. Kincaid, and Company, in Edinburgh",publisher,FALSE,124
T131179,1761,akincaidandcompany_0,A. Kincaid and Company,London,Edinburgh,,"printed for J. Newbery, in St. Paul's Church-Yard; T. Becket, and Company, in the Strand; T. Davies, in Russel-Street, Covent-Garden; W. Jackson, in Oxford; and A. Kincaid, and Company, in Edinburgh",publisher,TRUE,124
T131179,1761,76370928,"Newbery, J.",London,St Paul's Church-Yard,London,"printed for J. Newbery, in St. Paul's Church-Yard; T. Becket, and Company, in the Strand; T. Davies, in Russel-Street, Covent-Garden; W. Jackson, in Oxford; and A. Kincaid, and Company, in Edinburgh",publisher,TRUE,124
T131179,1761,company_11,"Company,",London,St Paul's Church-Yard,London,"printed for J. Newbery, in St. Paul's Church-Yard; T. Becket, and Company, in the Strand; T. Davies, in Russel-Street, Covent-Garden; W. Jackson, in Oxford; and A. Kincaid, and Company, in Edinburgh",publisher,TRUE,124
T131179,1761,54199841,"Davies, T.",London,Russel-Street @@ Covent-Garden,London,"printed for J. Newbery, in St. Paul's Church-Yard; T. Becket, and Company, in the Strand; T. Davies, in Russel-Street, Covent-Garden; W. Jackson, in Oxford; and A. Kincaid, and Company, in Edinburgh",publisher,TRUE,124
